date,SBT,SSI,STB
2019-04-12,99.99998474121094,-99.99530029296875,100.0
2019-04-16,99.99998474121094,-99.99166870117188,100.0
2019-04-17,99.9999771118164,-99.99835205078125,100.0
2019-04-18,99.9999771118164,-99.99358367919922,100.0
2019-04-19,99.9999771118164,-99.98796844482422,100.0
2019-04-22,99.99993896484375,-99.9037094116211,100.0
2019-04-23,99.99993133544922,-99.89125061035156,100.0
2019-04-24,99.99995422363281,-99.96216583251953,100.0
2019-04-25,99.9999771118164,-99.98222351074219,100.0
2019-04-26,99.99998474121094,-99.99456787109375,100.0
2019-05-02,99.99998474121094,-99.99696350097656,100.0
2019-05-03,99.99998474121094,-99.99309539794922,100.0
2019-05-06,99.99993133544922,-99.92521667480469,100.0
2019-05-07,99.9999771118164,-99.98048400878906,100.0
2019-05-08,99.9999771118164,-99.97584533691406,100.0
2019-05-09,99.99989318847656,-99.88651275634766,100.0
2019-05-10,99.99980926513672,-99.90447998046875,100.0
2019-05-13,99.99993896484375,-99.96063232421875,100.0
2019-05-14,99.9999771118164,-99.99127960205078,100.0
2019-05-15,99.9999771118164,-99.9959487915039,100.0
2019-05-16,99.99993133544922,-99.97703552246094,100.0
2019-05-17,99.99993896484375,-99.98052978515625,100.0
2019-05-20,99.9999771118164,-99.99758911132812,100.0
2019-05-21,99.9999771118164,-99.9996566772461,100.0
2019-05-22,99.99995422363281,-99.9975357055664,100.0
2019-05-23,99.9999771118164,-99.9968032836914,100.0
2019-05-24,99.9999771118164,-99.9950180053711,100.0
2019-05-27,99.99996185302734,-99.96726989746094,100.0
2019-05-28,99.99987030029297,-99.89815521240234,100.0
2019-05-29,99.99987030029297,-99.14879608154297,100.0
2019-05-30,99.99993896484375,-98.74944305419922,100.0
2019-05-31,99.99993133544922,-98.30358123779297,100.0
2019-06-03,99.99508666992188,-71.25559997558594,100.0
2019-06-04,100.0,95.2683334350586,100.0
2019-06-05,100.0,-59.77346420288086,100.0
2019-06-06,99.9999771118164,-95.54136657714844,100.0
2019-06-07,99.9999771118164,-99.97918701171875,100.0
2019-06-10,99.9999771118164,-99.97830963134766,100.0
2019-06-11,99.99998474121094,-99.98011779785156,100.0
2019-06-12,99.99998474121094,-99.97174072265625,100.0
2019-06-13,100.0,-99.85855102539062,100.0
2019-06-14,100.0,-99.86553955078125,100.0
2019-06-17,100.0,-99.94091033935547,100.0
2019-06-18,99.99983215332031,-58.12300491333008,100.0
2019-06-19,100.0,-99.62483978271484,100.0
2019-06-20,99.99998474121094,-99.97720336914062,100.0
2019-06-21,99.99998474121094,-99.98221588134766,100.0
2019-06-24,100.0,-99.97208404541016,100.0
2019-06-25,99.99998474121094,-99.99795532226562,100.0
2019-06-26,99.9999771118164,-99.99884033203125,100.0
2019-06-27,99.9999771118164,-99.96915435791016,100.0
2019-06-28,99.9999771118164,-99.97285461425781,100.0
2019-07-01,99.99990844726562,-99.9997787475586,100.0
2019-07-02,99.99991607666016,-99.99983978271484,100.0
2019-07-03,99.99993133544922,-99.99882507324219,100.0
2019-07-04,99.99995422363281,-99.99919128417969,100.0
2019-07-05,99.99993133544922,-99.99535369873047,100.0
2019-07-08,99.99993133544922,-99.98343658447266,100.0
2019-07-09,99.99996185302734,-99.98867797851562,100.0
2019-07-10,99.99996185302734,-99.99665832519531,100.0
2019-07-11,99.9999771118164,-99.99258422851562,100.0
2019-07-12,99.9999771118164,-99.98818969726562,100.0
2019-07-15,99.9999771118164,-99.99070739746094,100.0
2019-07-16,99.9999771118164,-99.9914321899414,100.0
2019-07-17,99.99995422363281,-99.97088623046875,100.0
2019-07-18,99.99993133544922,-99.92021179199219,100.0
2019-07-19,99.99998474121094,-99.99519348144531,100.0
2019-07-22,99.9999771118164,-99.9981689453125,100.0
2019-07-23,99.99998474121094,-99.998779296875,100.0
2019-07-24,99.9999771118164,-99.9985122680664,100.0
2019-07-25,99.9999771118164,-99.99713897705078,100.0
2019-07-26,99.9999771118164,-99.9964599609375,100.0
2019-07-29,99.9999771118164,-99.9932861328125,100.0
2019-07-30,99.99991607666016,-99.9466323852539,100.0
2019-07-31,99.99995422363281,-99.97358703613281,100.0
2019-08-01,99.99993133544922,-99.98175811767578,100.0
2019-08-02,99.99996185302734,-99.98748016357422,100.0
2019-08-05,99.99995422363281,-99.99750518798828,100.0
2019-08-06,99.99995422363281,-99.98699188232422,100.0
2019-08-07,99.9999771118164,-99.99880981445312,100.0
2019-08-08,99.9999771118164,-99.99974060058594,100.0
2019-08-09,99.9999771118164,-99.99990844726562,100.0
2019-08-12,99.9999771118164,-99.99998474121094,100.0
2019-08-13,99.9999771118164,-99.99998474121094,100.0
2019-08-14,99.9999771118164,-99.99998474121094,100.0
2019-08-15,99.9999771118164,-99.99996185302734,100.0
2019-08-16,99.9999771118164,-99.99993133544922,100.0
2019-08-19,99.99995422363281,-99.99871826171875,100.0
2019-08-20,99.9999771118164,-99.999755859375,100.0
2019-08-21,99.9999771118164,-99.99951934814453,100.0
2019-08-22,99.9999771118164,-99.99759674072266,100.0
2019-08-23,99.9999771118164,-99.99810791015625,100.0
2019-08-26,99.9999771118164,-99.9950942993164,100.0
2019-08-27,99.99990844726562,-99.97830200195312,100.0
2019-08-28,99.99974060058594,-99.9349365234375,100.0
2019-08-29,99.99979400634766,-99.9222412109375,100.0
2019-08-30,99.99991607666016,-99.98080444335938,100.0
2019-09-03,99.9999771118164,-99.98941802978516,100.0
2019-09-04,99.99993133544922,-99.97573852539062,100.0
2019-09-05,99.99980926513672,-99.93504333496094,100.0
2019-09-06,99.99984741210938,-99.94437408447266,100.0
2019-09-09,99.99998474121094,-99.98906707763672,100.0
2019-09-10,100.0,-99.99360656738281,100.0
2019-09-11,100.0,-99.99421691894531,100.0
2019-09-12,99.99998474121094,-99.9991226196289,100.0
2019-09-13,99.9999771118164,-99.99984741210938,100.0
2019-09-16,99.9999771118164,-99.99994659423828,100.0
2019-09-17,99.9999771118164,-99.99993896484375,100.0
2019-09-18,99.99995422363281,-99.9996566772461,100.0
2019-09-19,99.9999771118164,-99.99983215332031,100.0
2019-09-20,99.9999771118164,-99.99991607666016,100.0
2019-09-23,99.99993896484375,-99.99832153320312,100.0
2019-09-24,99.99995422363281,-99.99002075195312,100.0
2019-09-25,99.99995422363281,-99.99494934082031,100.0
2019-09-26,99.99993133544922,-99.99714660644531,100.0
2019-09-27,99.9999771118164,-99.99876403808594,100.0
2019-09-30,99.99995422363281,-99.99600982666016,100.0
2019-10-01,99.9999771118164,-99.99566650390625,100.0
2019-10-02,99.99993133544922,-99.97454071044922,100.0
2019-10-03,99.99993133544922,-99.96302795410156,100.0
2019-10-04,99.99990844726562,-99.96533966064453,100.0
2019-10-07,99.99938201904297,-99.52281951904297,100.0
2019-10-08,99.99977111816406,-99.86407470703125,100.0
2019-10-09,99.9998779296875,-99.7834243774414,100.0
2019-10-10,99.9998550415039,-99.93236541748047,100.0
2019-10-11,99.99987030029297,-99.91256713867188,100.0
2019-10-14,99.9999771118164,-99.98681640625,100.0
2019-10-15,99.9999771118164,-99.9913101196289,100.0
2019-10-16,100.0,-99.99210357666016,100.0
2019-10-17,100.0,-99.966552734375,100.0
2019-10-18,100.0,-99.97208404541016,100.0
2019-10-21,100.0,-99.59456634521484,100.0
2019-10-22,100.0,-91.7875747680664,99.9999771118164
2019-10-23,99.94080352783203,-32.61273956298828,99.99998474121094
2019-10-24,100.0,-99.99305725097656,100.0
2019-10-25,99.9999771118164,-99.99816131591797,100.0
2019-10-28,99.9999771118164,-99.99864196777344,100.0
2019-10-29,99.99998474121094,-99.99541473388672,100.0
2019-10-30,100.0,-99.99124145507812,100.0
2019-10-31,99.99998474121094,-99.99581909179688,100.0
2019-11-01,99.99998474121094,-99.99758911132812,100.0
2019-11-04,99.99995422363281,-99.99998474121094,100.0
2019-11-05,99.99996185302734,-99.99996948242188,100.0
2019-11-06,99.99996185302734,-99.99993133544922,100.0
2019-11-07,99.99993896484375,-99.99958801269531,100.0
2019-11-08,99.99995422363281,-99.9993667602539,100.0
2019-11-11,99.9999771118164,-99.99977111816406,100.0
2019-11-12,99.9999771118164,-99.99993896484375,100.0
2019-11-13,99.9999771118164,-99.99979400634766,100.0
2019-11-14,99.99991607666016,-99.97602844238281,100.0
2019-11-15,99.99998474121094,-99.90640258789062,100.0
2019-11-18,99.99995422363281,-99.00707244873047,100.0
2019-11-19,100.0,-99.94669342041016,100.0
2019-11-20,-99.16067504882812,-98.25852966308594,100.0
2019-11-21,100.0,-99.99999237060547,-100.0
2019-11-22,100.0,2.5008082389831543,99.99996185302734
2019-11-25,100.0,45.48012161254883,99.9999771118164
2019-11-26,100.0,49.9314079284668,100.0
2019-11-27,100.0,-99.97083282470703,100.0
2019-11-28,100.0,-99.99835205078125,99.99996185302734
2019-11-29,99.15287780761719,-99.23344421386719,99.99995422363281
2019-12-02,100.0,-65.24931335449219,99.9998550415039
2019-12-03,100.0,97.23434448242188,99.99925994873047
2019-12-04,99.9996566772461,99.9998779296875,99.99945068359375
2019-12-05,100.0,74.73394775390625,99.99967956542969
2019-12-06,99.99996185302734,89.1083984375,99.99968719482422
2019-12-09,-77.8734359741211,-98.6048355102539,99.99980926513672
2019-12-10,100.0,-99.98626708984375,-99.91503143310547
2019-12-11,100.0,46.1217041015625,99.9998550415039
2019-12-12,100.0,-99.88404846191406,99.99993896484375
2019-12-13,100.0,-99.99800872802734,99.99995422363281
2019-12-16,100.0,-99.54917907714844,99.99993133544922
2019-12-17,100.0,58.768009185791016,99.99991607666016
2019-12-18,100.0,-99.76835632324219,99.99995422363281
2019-12-19,100.0,-97.70350646972656,99.9999771118164
2019-12-20,100.0,-99.98075103759766,99.99998474121094
2019-12-23,99.99991607666016,-99.68212890625,100.0
2019-12-24,100.0,-99.80451202392578,100.0
2019-12-25,100.0,-99.996337890625,100.0
2019-12-26,99.9999771118164,-99.99876403808594,100.0
2019-12-27,99.9999771118164,-99.99797821044922,100.0
2019-12-30,99.99984741210938,-99.99994659423828,100.0
2019-12-31,99.9998779296875,-99.99990844726562,100.0
2020-01-02,99.99990844726562,-99.99992370605469,100.0
2020-01-03,99.99991607666016,-99.99876403808594,100.0
2020-01-06,99.99995422363281,-99.98014068603516,100.0
2020-01-07,99.9999771118164,-99.99677276611328,100.0
2020-01-08,99.99983215332031,-99.93343353271484,100.0
2020-01-09,99.9996566772461,-99.98027801513672,100.0
2020-01-10,99.99961853027344,-99.97246551513672,100.0
2020-01-13,99.99966430664062,-99.91111755371094,100.0
2020-01-14,99.99880981445312,-99.8353042602539,100.0
2020-01-15,99.99968719482422,-99.6834716796875,100.0
2020-01-16,99.99991607666016,-99.98809814453125,100.0
2020-01-17,99.9999771118164,-99.98995208740234,100.0
2020-01-20,99.99993896484375,-99.98074340820312,100.0
2020-01-21,100.0,-84.69071960449219,100.0
2020-01-22,100.0,-91.10885620117188,99.99971008300781
2020-01-30,100.0,-86.93363952636719,99.99811553955078
2020-01-31,100.0,35.37400817871094,99.98421478271484
2020-02-03,100.0,99.49495697021484,99.99368286132812
2020-02-04,100.0,99.97105407714844,99.9990005493164
2020-02-05,99.99996185302734,82.30908203125,99.99898529052734
2020-02-06,100.0,51.496337890625,99.99932861328125
2020-02-07,100.0,-7.271546363830566,99.99947357177734
2020-02-10,100.0,63.79597091674805,99.99938201904297
2020-02-11,100.0,-7.31658935546875,99.99974060058594
2020-02-12,100.0,-98.68101501464844,99.99984741210938
2020-02-13,100.0,-89.04749298095703,99.99978637695312
2020-02-14,100.0,-99.39598083496094,99.99980926513672
2020-02-17,100.0,-27.284263610839844,99.99980926513672
2020-02-18,100.0,-99.99720001220703,99.99995422363281
2020-02-19,100.0,-99.99394989013672,99.9999771118164
2020-02-20,100.0,-99.98949432373047,99.99998474121094
2020-02-21,100.0,-99.9765396118164,99.9999771118164
2020-02-24,100.0,-85.68460083007812,99.9999771118164
2020-02-25,99.99983215332031,-95.63135528564453,99.99996185302734
2020-02-26,100.0,-99.96066284179688,99.99998474121094
2020-02-27,100.0,-99.99536895751953,100.0
2020-02-28,100.0,-99.99126434326172,100.0
2020-03-02,100.0,-99.9942626953125,100.0
2020-03-03,100.0,-99.9964370727539,100.0
2020-03-04,100.0,-99.99293518066406,100.0
2020-03-05,100.0,-99.97843170166016,100.0
2020-03-06,100.0,-99.90974426269531,99.99998474121094
2020-03-09,100.0,-15.102887153625488,99.99942779541016
2020-03-10,100.0,89.67635345458984,99.99980926513672
2020-03-11,100.0,87.8884048461914,99.99980926513672
2020-03-12,100.0,-87.968505859375,99.9980697631836
2020-03-13,100.0,99.8046646118164,99.99894714355469
2020-03-16,100.0,80.8615951538086,99.99925231933594
2020-03-17,99.932861328125,99.87933349609375,99.99928283691406
2020-03-18,99.99925994873047,-30.34578514099121,99.9996566772461
2020-03-19,100.0,97.87862396240234,99.99958038330078
2020-03-20,100.0,36.7924919128418,99.9996337890625
2020-03-23,100.0,97.77091979980469,99.99957275390625
2020-03-24,100.0,94.76634216308594,99.99957275390625
2020-03-25,100.0,-96.96369934082031,99.99976348876953
2020-03-26,100.0,-32.91829299926758,99.99989318847656
2020-03-27,100.0,7.719933986663818,99.99990844726562
2020-03-30,99.99959564208984,93.32972717285156,99.99970245361328
2020-03-31,100.0,-16.468530654907227,99.9998779296875
2020-04-01,100.0,-76.686279296875,99.99990844726562
2020-04-03,100.0,-99.67195892333984,99.99993896484375
2020-04-06,100.0,-98.40538024902344,99.9999771118164
2020-04-07,100.0,-86.60811614990234,99.99993896484375
2020-04-08,100.0,-99.9343032836914,99.99990844726562
2020-04-09,100.0,-99.8188705444336,99.99993133544922
2020-04-10,100.0,-98.48372650146484,99.99990844726562
2020-04-13,100.0,-99.93256378173828,99.99990844726562
2020-04-14,100.0,-99.98627471923828,99.9999771118164
2020-04-15,100.0,-99.98788452148438,100.0
2020-04-16,100.0,-99.9916763305664,100.0
2020-04-17,99.99998474121094,-99.99581146240234,100.0
2020-04-20,99.9999771118164,-99.99818420410156,100.0
2020-04-21,99.9999771118164,-99.99174499511719,100.0
2020-04-22,99.9999771118164,-99.99475860595703,100.0
2020-04-23,99.99996185302734,-99.99818420410156,100.0
2020-04-24,99.9999771118164,-99.9958724975586,100.0
2020-04-27,99.9999771118164,-99.99503326416016,100.0
2020-04-28,99.99995422363281,-99.9924087524414,100.0
2020-04-29,99.9999771118164,-99.99211120605469,100.0
2020-05-04,99.99993133544922,-99.98590087890625,100.0
2020-05-05,99.9999771118164,-99.9913558959961,100.0
2020-05-06,99.99998474121094,-99.99647521972656,100.0
2020-05-07,99.99998474121094,-99.997802734375,100.0
2020-05-08,99.9999771118164,-99.99824523925781,100.0
2020-05-11,99.9999771118164,-99.99739837646484,100.0
2020-05-12,99.99998474121094,-99.99736785888672,100.0
2020-05-13,99.9999771118164,-99.999755859375,100.0
2020-05-14,99.9999771118164,-99.999755859375,100.0
2020-05-15,99.9999771118164,-99.99951934814453,100.0
2020-05-18,99.9999771118164,-99.99928283691406,100.0
2020-05-19,99.9999771118164,-99.99971008300781,100.0
2020-05-20,99.9999771118164,-99.99897766113281,100.0
2020-05-21,99.99998474121094,-99.99883270263672,100.0
2020-05-22,99.9999771118164,-99.99590301513672,100.0
2020-05-25,99.9999771118164,-99.9926986694336,100.0
2020-05-26,99.9999771118164,-99.993408203125,100.0
2020-05-27,99.99987030029297,-99.97271728515625,100.0
2020-05-28,99.99983215332031,-99.95337677001953,100.0
2020-05-29,99.99980926513672,-99.91997528076172,100.0
2020-06-01,99.99978637695312,-99.95328521728516,100.0
2020-06-02,99.99983215332031,-99.92040252685547,100.0
2020-06-03,99.99996185302734,-99.98026275634766,100.0
2020-06-04,99.99993896484375,-99.9643325805664,100.0
2020-06-05,99.9999771118164,-99.98821258544922,100.0
2020-06-08,99.99998474121094,-99.99230194091797,100.0
2020-06-09,99.9999771118164,-99.9882583618164,100.0
2020-06-10,99.9999771118164,-99.97840881347656,100.0
2020-06-11,99.96652221679688,-99.23175048828125,100.0
2020-06-12,99.1485595703125,-96.73278045654297,99.9999771118164
2020-06-15,100.0,-92.9090576171875,100.0
2020-06-16,100.0,-99.4800033569336,99.9999771118164
2020-06-17,81.69384002685547,-92.3713607788086,99.99993133544922
2020-06-18,100.0,100.0,99.99989318847656
2020-06-19,99.99979400634766,-99.17847442626953,99.99995422363281
2020-06-22,100.0,-24.85780143737793,99.99993133544922
2020-06-23,100.0,-99.99767303466797,99.9999771118164
2020-06-24,100.0,-97.39553833007812,99.99995422363281
2020-06-25,100.0,-99.9998779296875,99.99983215332031
2020-06-26,100.0,-97.61861419677734,99.99995422363281
2020-06-29,100.0,-99.99940490722656,99.9998779296875
2020-06-30,100.0,90.88533782958984,99.9998550415039
2020-07-01,98.46155548095703,99.94461822509766,99.99993133544922
2020-07-02,-93.98741149902344,47.004127502441406,99.99996185302734
2020-07-03,100.0,-99.96353912353516,99.94560241699219
2020-07-06,100.0,-99.76505279541016,99.98815155029297
2020-07-07,99.99908447265625,-99.9984359741211,99.99559020996094
2020-07-08,99.99238586425781,-99.99516296386719,99.9939193725586
2020-07-09,99.99996185302734,-99.99589538574219,99.99742126464844
2020-07-10,99.56285858154297,-99.99800109863281,99.99686431884766
2020-07-13,99.9990005493164,-99.99825286865234,99.99893951416016
2020-07-14,99.99977111816406,-99.99891662597656,99.99923706054688
2020-07-15,99.9998550415039,-99.99889373779297,99.99935913085938
2020-07-16,99.9959945678711,-99.99888610839844,99.99923706054688
2020-07-17,99.99949645996094,-99.99837493896484,99.9991683959961
2020-07-20,100.0,-99.99595642089844,99.99979400634766
2020-07-21,99.97685241699219,-99.99703216552734,99.99987030029297
2020-07-22,100.0,-99.99386596679688,99.99995422363281
2020-07-23,100.0,-99.99528503417969,99.99990844726562
2020-07-24,100.0,-91.85871124267578,99.97853088378906
2020-07-27,100.0,32.598018646240234,98.98088073730469
2020-07-28,100.0,75.64156341552734,99.56001281738281
2020-07-29,100.0,-26.630687713623047,98.824951171875
2020-07-30,-53.74317932128906,37.002540588378906,99.65888214111328
2020-07-31,100.0,-82.38834381103516,94.38912963867188
2020-08-03,99.99551391601562,-93.809326171875,97.74809265136719
2020-08-04,100.0,-99.99899291992188,99.49189758300781
2020-08-05,99.99972534179688,-99.99163818359375,98.21698760986328
2020-08-06,100.0,-99.99854278564453,97.9155044555664
2020-08-07,-99.99638366699219,-99.99835968017578,98.3134536743164
2020-08-10,96.16790008544922,-99.91768646240234,-99.99758911132812
2020-08-11,-2.325308322906494,-99.9852066040039,87.64693450927734
2020-08-12,-99.88088989257812,-99.99805450439453,93.88589477539062
2020-08-13,95.6812515258789,-99.90152740478516,-99.99835968017578
2020-08-14,-99.99998474121094,-99.9984359741211,80.18181610107422
2020-08-17,98.82926940917969,-99.99549865722656,-100.0
2020-08-18,99.9995346069336,-99.99606323242188,-97.91619873046875
2020-08-19,99.9999771118164,-99.99722290039062,99.99974060058594
2020-08-20,99.99991607666016,-99.99668884277344,99.99995422363281
2020-08-21,99.99993133544922,-99.996826171875,99.99990844726562
2020-08-24,99.99979400634766,-99.99966430664062,100.0
2020-08-25,99.99978637695312,-99.99984741210938,100.0
2020-08-26,99.99947357177734,-99.99977111816406,100.0
2020-08-27,99.99974060058594,-99.99993896484375,100.0
2020-08-28,99.9995346069336,-99.99998474121094,100.0
2020-08-31,99.9991455078125,-99.99992370605469,100.0
2020-09-01,99.99940490722656,-99.99988555908203,100.0
2020-09-03,99.99959564208984,-99.99987030029297,100.0
2020-09-04,99.99945068359375,-99.99956512451172,100.0
2020-09-07,99.99828338623047,-99.9953842163086,100.0
2020-09-08,99.99754333496094,-99.998046875,100.0
2020-09-09,99.99798583984375,-99.9953842163086,100.0
2020-09-10,99.99544525146484,-99.9947738647461,100.0
2020-09-11,99.99723815917969,-99.9902572631836,100.0
2020-09-14,99.99463653564453,-99.99317169189453,100.0
2020-09-15,99.9995346069336,-99.99791717529297,100.0
2020-09-16,99.99966430664062,-99.99919891357422,99.99998474121094
2020-09-17,99.99949645996094,-99.99803161621094,99.99998474121094
2020-09-18,99.99982452392578,-99.99937438964844,100.0
2020-09-21,99.99972534179688,-99.99967956542969,100.0
2020-09-22,99.99961853027344,-99.99929809570312,100.0
2020-09-23,99.9996337890625,-99.99932861328125,100.0
2020-09-24,99.99925994873047,-99.99774932861328,99.99998474121094
2020-09-25,99.99894714355469,-99.9980239868164,99.99998474121094
2020-09-28,99.99942779541016,-99.99893188476562,100.0
2020-09-29,99.96522521972656,-99.99351501464844,100.0
2020-09-30,99.99979400634766,-99.9745864868164,100.0
2020-10-01,99.99911499023438,-99.997314453125,100.0
2020-10-02,99.99995422363281,-99.99635314941406,99.9999771118164
2020-10-05,99.99989318847656,-99.99639129638672,99.9999771118164
2020-10-06,99.99836730957031,-99.998046875,99.99998474121094
2020-10-07,99.99987030029297,-99.99732971191406,99.9999771118164
2020-10-08,99.99949645996094,-99.99900817871094,99.9999771118164
2020-10-09,99.99921417236328,-99.99870300292969,99.99998474121094
2020-10-12,99.9996337890625,-99.99845886230469,99.9999771118164
2020-10-13,99.99990844726562,-99.99781799316406,99.99995422363281
2020-10-14,99.99971008300781,-99.99749755859375,99.99996185302734
2020-10-15,99.99960327148438,-99.99822235107422,99.99995422363281
2020-10-16,99.99880981445312,-100.0,100.0
2020-10-19,99.99957275390625,-100.0,100.0
2020-10-20,99.9975357055664,-99.99999237060547,100.0
2020-10-21,99.9985122680664,-99.99999237060547,100.0
2020-10-22,99.99860382080078,-99.99999237060547,100.0
2020-10-23,99.99908447265625,-99.99998474121094,100.0
2020-10-26,99.99773406982422,-99.99989318847656,100.0
2020-10-27,99.99955749511719,-99.99828338623047,100.0
2020-10-28,100.0,-99.94173431396484,99.99993133544922
2020-10-29,99.9999771118164,-99.95284271240234,99.99966430664062
2020-10-30,100.0,-99.9638900756836,99.9998779296875
2020-11-02,99.99755859375,-99.98146057128906,99.9999771118164
2020-11-03,99.99970245361328,-99.99674224853516,100.0
2020-11-04,99.99878692626953,-99.99877166748047,100.0
2020-11-05,99.99961853027344,-99.99636840820312,100.0
2020-11-06,99.99873352050781,-99.99711608886719,99.99998474121094
2020-11-09,99.99990844726562,-99.99817657470703,99.99995422363281
2020-11-10,99.9994125366211,-99.9986801147461,99.9999771118164
2020-11-11,99.99952697753906,-99.99745178222656,99.99996185302734
2020-11-12,99.9998550415039,-99.99781036376953,99.99995422363281
2020-11-13,99.99983215332031,-99.99879455566406,99.99996185302734
2020-11-16,99.99925994873047,-99.99800109863281,99.99998474121094
2020-11-17,99.99983215332031,-99.99821472167969,99.9999771118164
2020-11-18,99.99971008300781,-99.9990234375,99.99998474121094
2020-11-19,99.9994888305664,-99.99994659423828,100.0
2020-11-20,99.99938201904297,-99.99996185302734,100.0
2020-11-23,99.99935913085938,-99.99996185302734,100.0
2020-11-24,99.99935913085938,-99.99996948242188,100.0
2020-11-25,99.99880981445312,-99.99995422363281,100.0
2020-11-26,99.99919128417969,-99.99991607666016,100.0
2020-11-27,99.9993896484375,-99.99993896484375,100.0
